location,block,pasture,Livestock,patch,Hectares,LastBurn,Status_2017,Status_2018,date,FireNum,Patch-Num,plot,array,DL,TC,MaxC,LAI,SVMC,FM,FM_cor,FMC,KgHa,AirTemp,RH,WindSpeed,MaxWindSpeed,WindDir,Burn,MaxTempTime,ROS_1m/s,ROS_1m_mph,SH_Singe,SH_Char,SH_Black,SH_Broken
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,3,2Y,3,26.00,,23.2,100.86,100.86,100.86,185.60,10.69,43.59,15.85,25.94,160.10,0,17:51:01.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,3,2Y,4,20.50,,,,,,,11.64,40.92,15.59,26.73,156.05,0,16:40:28.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,1,1R,1,57.00,,17.6,33.75,33.75,33.75,507.20,11.27,41.85,14.67,27.81,144.45,,13:34:45.0,0.0962,0.22,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,1,1R,2,23.25,,20.1,26.83,26.83,26.83,196.80,11.69,40.53,14.52,27.14,158.80,,13:34:54.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,1,1R,3,30.50,,14.8,31.85,31.85,31.85,899.20,11.27,41.85,14.67,27.81,144.45,,13:34:54.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,2,5R,1,29.00,,22.9,40.65,40.65,40.65,1976.00,10.59,45.65,15.18,27.75,150.10,,12:39:15.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,2,5R,2,22.50,,19.3,21.63,21.63,21.63,5377.60,11.84,40.44,14.58,26.06,166.00,,13:37:24.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,2,5R,3,170.25,,15.4,35.89,35.89,35.89,1083.20,11.53,40.61,14.46,28.23,151.60,,13:47:03.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,3,6Y,1,,,17.0,23.56,23.56,23.56,1827.20,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,3,6Y,2,,,19.5,23.75,23.75,23.75,2081.60,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,3,6Y,3,,,20.4,21.81,21.81,21.81,2398.40,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,3,6Y,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,1,3,6Y,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,1,8R,1,104.25,,22.5,19.60,19.60,19.60,1126.40,11.00,43.08,14.88,27.39,137.30,1,13:07:15.1,0.0075,0.02,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,1,8R,2,168.75,,20.9,19.08,19.08,19.08,1040.00,11.00,43.08,14.88,27.39,137.30,1,13:05:55.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,1,8R,3,133.50,,20.1,22.52,22.52,22.52,1030.40,11.00,43.08,14.88,27.39,137.30,1,13:05:02.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,2,6R,1,41.25,,15.2,19.84,19.84,19.84,588.80,11.00,43.08,14.88,27.39,137.30,,12:56:54.1,0.0038,0.01,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,2,6R,2,49.75,,12.0,77.22,77.22,77.22,414.40,11.00,43.08,14.88,27.39,137.30,,12:57:55.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,2,6R,3,46.00,,11.0,52.32,52.32,52.32,620.80,11.00,43.08,14.88,27.39,137.30,,12:53:42.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,3,4Y,1,138.25,,12.0,17.40,17.40,17.40,1452.80,11.00,43.08,14.88,27.39,137.30,1,12:54:51.0,0.0043,0.01,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,3,4Y,2,290.25,,13.2,35.71,35.71,35.71,604.80,11.00,43.08,14.88,27.39,137.30,1,12:51:30.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,3,4Y,3,66.25,,14.0,31.18,31.18,31.18,446.40,11.00,43.08,14.88,27.39,137.30,1,12:54:53.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,3,4Y,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,2,3,4Y,5,31.00,,,,,,,11.53,40.61,14.46,28.23,151.60,0,13:47:07.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,1,2R,1,306.25,,22.9,16.37,16.37,16.37,1153.60,10.59,45.65,15.18,27.75,150.10,1,12:31:20.1,0.0115,0.03,32.00,29.00,25.00,19.00
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,1,2R,2,82.25,,20.4,12.85,12.85,12.85,1083.20,10.59,45.65,15.18,27.75,150.10,1,12:31:47.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,1,2R,3,222.00,,18.4,12.10,12.10,12.10,1534.40,10.59,45.65,15.18,27.75,150.10,1,12:30:22.1,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,2,R4,1,187.25,,25.9,14.53,14.53,14.53,1123.20,10.59,45.65,15.18,27.75,150.10,1,12:25:21.0,0.0114,0.03,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,2,R4,2,221.50,,23.4,14.01,14.01,14.01,1313.60,10.59,45.65,15.18,27.75,150.10,1,12:25:04.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,2,R4,3,253.50,,21.8,12.90,12.90,12.90,2108.80,10.59,45.65,15.18,27.75,150.10,1,12:23:58.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,3,2Y,1,126.75,,24.8,17.17,17.17,17.17,801.60,10.59,45.65,15.18,27.75,150.10,1,12:22:28.0,0.0097,0.02,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,3,2Y,2,174.00,,23.7,22.52,22.52,22.52,1080.00,10.59,45.65,15.18,27.75,150.10,1,12:22:07.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,3,2Y,3,119.25,,25.4,15.51,15.51,15.51,598.40,10.59,45.65,15.18,27.75,150.10,1,12:20.50.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,3,2Y,4,29.25,,,,,,,10.59,45.65,15.18,27.75,150.10,,12:21:36.0,,,,,,
CGREC,BAR,NW,Cattle,NE,16,,,,5/7/2019,1,,3,3,2Y,5,33.47,,,,,,,11.5,40.6,14.5,28.2,151.6,,13:54:46.1,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,1,6R,1,345.25,1.63,31.2,17.80,17.80,17.80,2345.60,22.14,38.50,19.66,33.27,177.80,1,14:51:50.0,0.0189,0.04,46.00,39.00,32.00,18.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,1,6R,2,379.25,1.36,30.4,32.57,32.57,32.57,2097.60,22.14,38.50,19.66,33.27,177.80,1,14:51:40.1,,,102.00,93.00,68.00,52.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,1,6R,3,285.75,1.33,27.3,27.86,27.86,27.86,2590.40,22.14,38.50,19.66,33.27,177.80,1,14:51:00.1,,,28.00,26.00,21.00,16.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,2,7R,1,241.25,1.58,38.4,20.35,20.35,20.35,2107.20,22.14,38.50,19.66,33.27,177.80,1,14:56:41.0,0.0551,0.12,58.00,51.00,28.00,24.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,2,7R,2,289.25,1.50,37.6,29.62,29.62,29.62,3046.40,22.14,38.50,19.66,33.27,177.80,1,14:56:58.1,,,60.00,54.00,41.00,31.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,2,7R,3,347,1.56,39.3,29.17,29.17,29.17,2435.20,22.14,38.50,19.66,33.27,177.80,1,14:56:55.1,,,72.00,66.00,60.00,40.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,3,7Y,1,251.25,1.58,40.7,18.29,18.29,18.29,1400.00,22.14,38.50,19.66,33.27,177.80,1,14:51:23.0,0.0256,0.06,39.00,33.00,29.00,25.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,3,7Y,2,258.5,1.53,39.0,22.40,22.40,22.40,3128.00,22.14,38.50,19.66,33.27,177.80,1,14:52:02.0,,,50.00,35.00,33.00,28.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,3,7Y,3,334.75,1.51,38.7,23.54,23.54,23.54,1284.80,22.14,38.50,19.66,33.27,177.80,1,14:51:42.0,,,63.00,52.00,48.00,37.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,3,7Y,4,24.25,,,,,,,22.05,38.90,20.01,33.69,175.50,0,14:53:59.0,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,1,3,7Y,5,177.75,,,,,,,22.14,38.50,19.66,33.27,177.80,1,14:51:44.1,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,1,3R,1,281,0.01,35.4,17.93,17.93,17.93,1035.20,22.05,38.90,20.01,33.69,175.50,1,15:33:06.1,0.0023,0.01,49.00,40.00,34.00,26.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,1,3R,2,38.5,0.10,33.4,19.74,19.74,19.74,1604.80,22.05,38.90,20.01,33.69,175.50,0,15:38:26.1,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,1,3R,3,40.5,0.29,35.7,20.46,20.46,20.46,1665.60,21.70,40.41,21.37,35.18,168.85,0,15:40:03.1,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,2,2R,1,122.75,0.50,34.8,41.60,41.60,41.60,3430.40,22.05,38.90,20.01,33.69,175.50,1,15:39:18.0,0.0136,0.03,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,2,2R,2,217.75,0.57,30.1,33.72,33.72,33.72,2064.00,22.05,38.90,20.01,33.69,175.50,1,15:38:24.1,,,36.00,32.00,28.00,26.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,2,2R,3,230.25,0.61,30.4,31.60,31.60,31.60,1873.60,22.05,38.90,20.01,33.69,175.50,1,15:39:34.1,,,23.00,21.00,20.00,16.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,3,5Y,1,365.25,0.70,31.2,30.86,30.86,30.86,4676.80,22.05,38.90,20.01,33.69,175.50,1,15:33:29.0,0.1987,0.44,61.00,47.00,43.00,31.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,3,5Y,2,430,0.74,29.3,35.68,35.68,35.68,2072.00,22.05,38.90,20.01,33.69,175.50,1,15:33:32.0,,,67.00,60.00,48.00,43.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,3,5Y,3,376.25,0.79,35.7,32.59,32.59,32.59,1929.60,22.05,38.90,20.01,33.69,175.50,1,15:33:27.0,,,57.00,53.00,43.00,28.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,3,5Y,4,39.75,,,,,,,22.05,38.90,20.01,33.69,175.50,0,15:34:57.0,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,2,3,5Y,5,181.75,,,,,,,22.05,38.90,20.01,33.69,175.50,1,15:33:32.1,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,1,4R,1,253.75,0.09,30.9,32.64,32.64,32.64,4254.40,22.05,38.90,20.01,33.69,175.50,1,15:33:23.1,0.0053,0.01,30.00,27.00,24.00,21.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,1,4R,2,105,0.19,32.3,24.94,24.94,24.94,3830.40,22.05,38.90,20.01,33.69,175.50,1,15:36:04.0,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,1,4R,3,138.75,0.32,32.0,42.50,42.50,42.50,1641.60,22.05,38.90,20.01,33.69,175.50,1,15:33:20.1,,,46.00,37.00,35.00,26.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,2,8R,1,264,0.34,29.8,26.96,26.96,26.96,1756.80,22.05,38.90,20.01,33.69,175.50,1,15:42:54.1,0.0093,0.02,24.00,22.00,21.00,19.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,2,8R,2,203.25,0.36,23.7,48.79,48.79,48.79,2190.40,22.05,38.90,20.01,33.69,175.50,1,15:44:41.1,,,37.00,32.00,29.00,18.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,2,8R,3,78,0.48,28.7,31.38,31.38,31.38,3737.60,22.05,38.90,20.01,33.69,175.50,1,15:43:51.0,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,3,3Y,1,228.75,0.57,31.2,18.13,18.13,18.13,3105.60,22.05,38.90,20.01,33.69,175.50,1,15:32:22.0,0.0012,0.00,35.00,31.00,23.00,21.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,3,3Y,2,266.25,0.65,25.1,68.12,68.12,68.12,2268.80,22.05,38.90,20.01,33.69,175.50,1,15:32:23.0,,,47.00,38.00,34.00,22.00
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,3,3Y,3,61,0.71,29.5,32.06,32.06,32.06,2595.20,22.05,38.90,20.01,33.69,175.50,1,15:44:04.0,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,3,3Y,4,27.5,,,,,,,19.83,40.72,20.96,32.86,196.40,0,11:40:58.0,,,,,,
CGREC,BAR,SE,Cattle,SW.E,8,,,,5/13/2019,1,,3,3,3Y,5,44.42,,,,,,,22.05,38.90,20.01,33.69,175.50,0,15:40:29.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,1,5R,1,47.5,0.10,13.4,51.55,51.55,51.55,465.60,21.88,38.80,24.02,37.02,162.30,0,18:06:30.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,1,5R,2,39.25,0.30,15.1,40.94,40.94,40.94,1156.80,21.88,38.80,24.02,37.02,162.30,0,18:06:29.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,1,5R,3,45.75,0.44,8.2,36.90,36.90,36.90,1227.20,21.88,38.80,24.02,37.02,162.30,0,18:06:29.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,2,9R,1,32.25,0.34,22.3,21.13,21.13,21.13,2014.40,21.88,38.80,24.02,37.02,162.30,0,18:03:40.1,0.0445,0.10,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,2,9R,2,33.25,2.08,25.7,15.02,15.02,15.02,2236.80,21.88,38.80,24.02,37.02,162.30,0,18:04:02.1,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,2,9R,3,30.75,0.33,20.4,24.35,24.35,24.35,1852.80,21.88,38.80,24.02,37.02,162.30,0,18:03:47.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,3,2Y,1,31.75,0.79,8.2,42.86,42.86,42.86,492.80,21.88,38.80,24.02,37.02,162.30,0,18:05:46.0,0.0096,0.02,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,3,2Y,2,32.25,0.03,10.7,21.65,21.65,21.65,406.40,21.88,38.80,24.02,37.02,162.30,0,18:05:04.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,1,3,2Y,3,33.25,0.17,13.7,24.22,24.22,24.22,257.60,21.88,38.80,24.02,37.02,162.30,0,18:06:48.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,1,1R,1,295,1.60,12.4,30.68,30.68,30.68,3009.60,22.34,37.38,22.42,35.92,164.20,1,17:32:50.1,0.0623,0.14,69.00,55.00,48.00,35.00
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,1,1R,2,149,2.69,13.4,18.77,18.77,18.77,1636.80,22.34,37.38,22.42,35.92,164.20,1,17:32:43.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,1,1R,3,165.75,5.87,13.9,26.12,26.12,26.12,2793.60,22.34,37.38,22.42,35.92,164.20,1,17:32:59.1,,,48.00,46.00,35.00,29.00
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,2,4Y,1,158,1.08,30.7,12.71,12.71,12.71,4419.20,22.34,37.38,22.42,35.92,164.20,1,17:36:58.0,0.0121,0.03,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,2,4Y,2,87,0.77,39.1,24.82,24.82,24.82,3758.40,22.34,37.38,22.42,35.92,164.20,1,17:38:02.1,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,2,4Y,3,222.75,1.92,18.7,18.02,18.02,18.02,2441.60,22.34,37.38,22.42,35.92,164.20,1,17:36:45.1,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,2,4Y,4,13.75,,,,,,,22.34,37.38,22.42,35.92,164.20,0,17:37:21.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,3,9Y,1,31.5,1.23,11.4,51.00,51.00,51.00,2236.80,23.01,34.03,17.46,30.32,183.40,1,14:35:36.1,,,60.00,54.00,28.00,20.00
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,3,9Y,2,111,1.37,19.0,43.26,43.26,43.26,1793.60,22.34,37.38,22.42,35.92,164.20,1,17:37:19.1,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,3,9Y,3,146.5,1.76,12.5,23.70,23.70,23.70,1472.00,22.34,37.38,22.42,35.92,164.20,1,17:33:57.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,3,9Y,4,261.75,,,,,,,22.34,37.38,22.42,35.92,164.20,,17:33:53.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,2,3,9Y,5,138,,,,,,,22.34,37.38,22.42,35.92,164.20,,17:33:57.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,1,2R,1,30,0.18,6.5,8.70,8.70,8.70,36.80,23.04,34.66,19.96,34.03,181.30,0,16:01:42.1,0.0778,0.17,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,1,2R,2,31.5,0.02,20.9,17.54,17.54,17.54,91.20,23.04,34.66,19.96,34.03,181.30,0,16:01:54.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,1,2R,3,35,0.07,18.2,78.61,78.61,78.61,299.20,23.04,34.66,19.96,34.03,181.30,0,16:01:52.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,2,3R,1,29.75,0.57,18.2,69.69,69.69,69.69,406.40,22.34,37.38,22.42,35.92,164.20,0,17:31:34.0,0.0016,0.00,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,2,3R,2,28.5,0.22,22.6,36.21,36.21,36.21,667.20,22.34,37.38,22.42,35.92,164.20,0,17:31:31.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,2,3R,3,44.25,0.07,18.2,86.72,86.72,86.72,204.80,22.34,37.38,22.42,35.92,164.20,0,17:40:34.0,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,3,5Y,1,,0.05,19.8,37.04,37.04,37.04,172.80,,,,,,,,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,3,5Y,2,,0.19,20.1,22.58,22.58,22.58,297.60,,,,,,,,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,3,5Y,3,,0.11,7.6,62.76,62.76,62.76,232.00,,,,,,,,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,3,5Y,4,,,,,,,,,,,,,,,,,,,,
CGREC,BOB,SE,Cattle,SE.W,8,,,,5/13/2019,2,,3,3,5Y,5,,,,,,,,,,,,,,,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,1,6R,1,95.75,0.82,32.0,33.08,33.08,33.08,1262.40,21.49,33.25,18.63,32.92,84.99,1,13:23:39.1,0.0113,0.03,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,1,6R,2,106.5,0.92,27.3,41.96,41.96,41.96,896.00,21.49,33.25,18.63,32.92,84.99,1,13:23:11.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,1,6R,3,156.25,0.64,28.4,31.43,31.43,31.43,870.40,21.49,33.25,18.63,32.92,84.99,1,13:22:12.1,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,2,1R,1,59.5,0.32,18.0,77.59,77.59,77.59,464.00,21.49,33.25,18.63,32.92,84.99,,13:21:25.0,0.0518,0.12,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,2,1R,2,53.25,0.99,13.0,53.38,53.38,53.38,923.20,21.49,33.25,18.63,32.92,84.99,0,13:21:28.1,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,2,1R,3,57.5,1.26,13.7,52.65,52.65,52.65,1027.20,21.49,33.25,18.63,32.92,84.99,0,13:21:43.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,3,4Y,1,75.75,0.77,14.5,40.89,40.89,40.89,1044.80,21.49,33.25,18.63,32.92,84.99,1,13:24:33.0,0.0279,0.06,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,3,4Y,2,122,0.53,21.8,43.55,43.55,43.55,496.00,21.49,33.25,18.63,32.92,84.99,1,13:24:09.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,3,4Y,3,92.5,0.88,22.6,47.25,47.25,47.25,755.20,21.49,33.25,18.63,32.92,84.99,1,13:23:58.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,3,4Y,4,33.25,,,,,,,21.83,34.80,14.68,28.43,74.07,0,13:49:34.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,1,3,4Y,5,48.29,,,,,,,21.83,34.80,14.68,28.43,74.07,,13:49:30.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,1,2R,1,107.25,0.65,21.0,37.55,37.55,37.55,1291.20,21.15,31.70,22.58,37.42,95.90,1,13:00:41.1,0.0818,0.18,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,1,2R,2,127,1.68,20.8,43.11,43.11,43.11,1822.40,21.15,31.70,22.58,37.42,95.90,1,13:00:53.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,1,2R,3,376.25,1.51,15.7,36.12,36.12,36.12,1492.80,21.15,31.70,22.58,37.42,95.90,1,13:00:49.0,,,53.00,43.00,28.00,24.00
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,2,9R,1,186.75,2.50,22.0,30.30,30.30,30.30,3923.20,21.15,31.70,22.58,37.42,95.90,1,13:02:33.1,0.0017,0.00,39.00,34.00,29.00,26.00
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,2,9R,2,90,3.03,26.8,30.60,30.60,30.60,3926.40,21.15,31.70,22.58,37.42,95.90,1,13:03:29.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,2,9R,3,103.75,1.35,27.0,41.84,41.84,41.84,902.40,21.15,31.70,22.58,37.42,95.90,1,13:11:14.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,3,9Y,1,89,0.69,19.3,50.14,50.14,50.14,564.80,21.15,31.70,22.58,37.42,95.90,1,13:11:41.1,0.0014,0.00,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,3,9Y,2,66.5,0.94,18.0,36.72,36.72,36.72,819.20,21.15,31.70,22.58,37.42,95.90,1,13:10:17.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,3,9Y,3,52.25,1.11,15.0,72.79,72.79,72.79,740.80,21.15,31.70,22.58,37.42,95.90,1,13:00:34.1,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,3,9Y,4,101.5,,,,,,,21.15,31.70,22.58,37.42,95.90,,13:10:45.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,2,3,9Y,5,77,,,,,,,21.15,31.70,22.58,37.42,95.90,,13:10:45.0,,,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,3,1,5R,1,422,0.76,33.7,70.83,70.83,70.83,2051.20,21.15,31.70,22.58,37.42,95.90,1,13:10:33.0,0.1890,0.42,,,,
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,3,1,5R,2,147.25,1.50,33.2,23.07,23.07,23.07,2899.20,21.15,31.70,22.58,37.42,95.90,1,13:10:32.1,,,70.00,64.00,45.00,28.00
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,3,1,5R,3,238.75,1.51,30.7,26.55,26.55,26.55,2844.80,21.15,31.70,22.58,37.42,95.90,1,13:10:37.1,,,64.00,59.00,46.00,30.00
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,3,2,7R,1,165.75,1.72,27.6,38.15,38.15,38.15,2403.20,21.15,31.70,22.58,37.42,95.90,1,13:10:51.1,0.0042,0.01,58.00,31.00,22.00,18.00
CGREC,BOB,SW,Cattle,SW,16,,,,5/14/2019,1,,3,2,7R,2,128,1.45,28.7,38.63,38.63,38.63,1027.20,21.15,31.70,22.58,37.42,95.90,1,13:07:38.0,,,,,,
